Average.Position.Y.111:                    -10.24
Average.Position.Z.111:                    20.58
Average.Position.X.112:                    34.96
Average.Position.Y.112:                    -3.42
Average.Position.Z.112:                    20.54
Average.Position.X.113:                    35.03
Average.Position.Y.113:                    3.46
Average.Position.Z.113:                    20.5
Average.Position.X.114:                    33.86
Average.Position.Y.114:                    10.2
Average.Position.Z.114:                    20.55
Average.Position.X.115:                    30.97
Average.Position.Y.115:                    17.11
Average.Position.Z.115:                    20.58
Average.Position.X.116:                    23.9
Average.Position.Y.116:                    25.99
Average.Position.Z.116:                    20.63
Average.Position.X.117:                    17.08
Average.Position.Y.117:                    31.01
Average.Position.Z.117:                    20.54
Average.Position.X.118:                    10.31
Average.Position.Y.118:                    34.41
Average.Position.Z.118:                    23.73
Average.Position.X.119:                    3.48
Average.Position.Y.119:                    35.51
Average.Position.Z.119:                    23.74
Average.Position.X.120:                    -3.46
Average.Position.Y.120:                    35.52
Average.Position.Z.120:                    23.74
Average.Position.X.121:                    -10.34
Average.Position.Y.121:                    34.44
Average.Position.Z.121:                    23.73
Average.Position.X.122:                    59.91
Average.Position.Y.122:                    -17.02
Average.Position.Z.122:                    31.06
Average.Position.X.123:                    59.71
Average.Position.Y.123:                    -23.89
Average.Position.Z.123:                    25.91
Average.Position.X.124:                    59.79
Average.Position.Y.124:                    -30.98
Average.Position.Z.124:                    17.06
Average.Position.X.125:                    59.74
Average.Position.Y.125:                    -33.78
Average.Position.Z.125:                    10.18
Average.Position.X.126:                    59.76
Average.Position.Y.126:                    -35.02
Average.Position.Z.126:                    3.44
Average.Position.X.127:                    59.8
Average.Position.Y.127:                    -35.02
Average.Position.Z.127:                    -3.46
Average.Position.X.128:                    59.8
Average.Position.Y.128:                    -33.79
Average.Position.Z.128:                    -10.25
Average.Position.X.129:                    59.83
Average.Position.Y.129:                    -31.02
Average.Position.Z.129:                    -17.04
Average.Position.X.130:                    59.73
Average.Position.Y.130:                    -23.89
Average.Position.Z.130:                    -25.94
Average.Position.X.131:                    59.84
Average.Position.Y.131:                    -17.05
Average.Position.Z.131:                    -30.99
Average.Position.X.132:                    -10.32
Average.Position.Y.132:                    -34.39
Average.Position.Z.132:                    23.73
Average.Position.X.133:                    -3.47
Average.Position.Y.133:                    -35.52
Average.Position.Z.133:                    23.73
Average.Position.X.134:                    3.47
